    x-direction              y-direction               z-direction
  -1.3877787807814457E-017  -1.1102230246251566E-017   1.1102230246251566E-018
   3.7192471324942746E-017  -3.5527136788005010E-017   1.8873791418627663E-017
   2.9698465908722939E-017  -2.8865798640254071E-017   2.7755575615628915E-018
   3.3306690738754695E-017  -2.4424906541753444E-017   2.6090241078691177E-017
   4.1355807667287081E-017  -5.3290705182007512E-017   1.7763568394002505E-017
   6.6335825721353107E-017  -7.9936057773011268E-017   1.2767564783189301E-017
   4.6906922790412862E-017  -2.2204460492503132E-017   1.2212453270876722E-017
   5.3568260938163801E-017  -3.9968028886505634E-017   6.1062266354383610E-018
   7.1609385088322599E-017  -1.7763568394002505E-017   3.8857805861880483E-018
   5.6066262743570406E-017  -3.5527136788005010E-017   2.3869795029440865E-017
   4.8017145815038020E-017  -5.7731597280508142E-017   2.5535129566378602E-017
   4.9960036108132042E-018  -7.1054273576010020E-017   2.2204460492503131E-018
   7.4940054162198071E-017  -4.4408920985006264E-017   1.1102230246251566E-018
   4.1355807667287081E-017  -3.5527136788005010E-017   3.6082248300317589E-017
   5.1347814888913492E-017   2.2204460492503131E-018  -8.3266726846886737E-018
   1.8596235662471373E-017  -3.1086244689504386E-017  -6.6613381477509390E-018
   4.6629367034256573E-017   4.4408920985006263E-018  -2.6090241078691177E-017
   1.3600232051658167E-017  -5.1070259132757203E-017  -2.5535129566378602E-017
   7.7715611723760953E-017  -3.5527136788005010E-017  -4.7739590058881730E-017
   2.9698465908722939E-017  -4.4408920985006264E-017  -2.9420910152566650E-017
   2.9698465908722939E-017  -5.3290705182007512E-017  -4.2188474935755949E-017
   3.6082248300317589E-017  -7.5495165674510650E-017  -5.8286708792820721E-017
   2.2759572004815708E-017  -6.6613381477509390E-017  -1.5543122344752193E-017
   3.5249581031848721E-017  -5.1070259132757203E-017  -5.1070259132757203E-017
   8.1601392309949004E-017  -1.0880185641326534E-016  -6.0507154842071036E-017
   6.1894933622852477E-017  -8.4376949871511898E-017  -5.4400928206632669E-017
   5.2180482157382354E-017  -7.1054273576010020E-017  -1.4432899320127036E-017
   8.8817841970012528E-017  -7.9936057773011268E-017  -7.9936057773011268E-017
   4.1633363423443369E-018  -7.5495165674510650E-017  -3.1641356201816959E-017
   1.9151347174783949E-017  -9.9920072216264091E-017  -7.9936057773011268E-017
   3.0253577421035518E-017  -1.0436096431476471E-016  -3.4416913763379853E-017
   1.9428902930940241E-018  -1.0658141036401502E-016  -3.1086244689504386E-017
   1.3045120539345589E-017  -9.7699626167013776E-017  -4.9960036108132046E-017
   8.3266726846886737E-018  -1.0880185641326534E-016  -5.3845816694320091E-017
   4.4131365228849975E-017  -9.7699626167013776E-017  -5.8841820305133300E-017
   3.3306690738754695E-018  -8.4376949871511898E-017  -1.3322676295501878E-017
   3.2751579226442116E-017  -1.1102230246251565E-016  -1.2212453270876722E-017
  -6.3837823915946504E-018  -7.1054273576010020E-017  -5.7731597280508142E-017
   3.8857805861880476E-017  -5.3290705182007512E-017  -6.0507154842071036E-017
   3.0531133177191807E-017  -1.0658141036401502E-016  -4.8294701571194309E-017
   2.7478019859472624E-017  -9.5479180117763461E-017  -4.0523140398818213E-017
   6.0784710598227319E-017  -8.4376949871511898E-017  -1.2212453270876722E-017
  -1.3877787807814457E-017  -5.9952043329758457E-017  -6.2727600891321339E-017
   2.9420910152566650E-017  -3.3306690738754695E-017  -3.8857805861880476E-017
   4.9682480351975756E-017  -8.2156503822261583E-017  -6.4948046940571654E-017
   7.8825834748386110E-017  -8.8817841970012528E-017  -6.3837823915946496E-017
   3.6082248300317589E-018  -2.8865798640254071E-017  -6.4392935428259075E-017
   1.0352829704629585E-016  -1.1102230246251565E-016  -4.8294701571194309E-017
   5.6066262743570406E-017  -8.4376949871511898E-017  -5.2180482157382354E-017
   4.9682480351975756E-017  -8.4376949871511898E-017  -8.2711615334574162E-017
   2.4980018054066021E-018  -7.7715611723760953E-017  -6.6058269965196811E-017
   3.7747582837255325E-017  -1.0436096431476471E-016  -5.2180482157382354E-017
   2.1649348980190553E-017  -6.8833827526759705E-017  -8.8817841970012528E-017
   5.9674487573602162E-017  -9.3258734068513146E-017  -8.8817841970012528E-017
   1.9706458687096528E-017  -1.3544720900426909E-016  -6.8833827526759705E-017
   5.7731597280508142E-017  -8.6597395920762213E-017  -6.9388939039072284E-017
   6.9388939039072284E-017  -1.0658141036401502E-016  -8.8262730457699949E-017
   3.1086244689504386E-017  -1.0214051826551441E-016  -5.7176485768195563E-017
   8.2434059578417879E-017  -6.4392935428259075E-017  -9.8254737679326355E-017
   3.6637359812630168E-017  -7.9936057773011268E-017  -9.4368957093138303E-017
   6.9111383282916001E-017  -7.3274719625260335E-017  -7.8825834748386110E-017
   2.6090241078691177E-017  -1.2656542480726783E-016  -5.0515147620444624E-017
   1.0269562977782698E-017  -9.1038288019262831E-017  -5.6621374255882985E-017
   1.5265566588595904E-017  -9.1038288019262831E-017  -5.9952043329758457E-017
  -1.7208456881689926E-017  -2.4424906541753444E-017  -4.6629367034256573E-017
   1.4155343563970746E-017  -9.1038288019262831E-017  -6.1617377866696193E-017
  -1.0269562977782698E-017  -8.2156503822261583E-017  -5.0515147620444624E-017
   3.6914915568786457E-017  -8.8817841970012528E-017  -7.4384942649885493E-017
   7.7715611723760965E-018  -9.9920072216264091E-017  -8.8817841970012528E-017
   4.6351811278100284E-017  -1.0658141036401502E-016  -5.5511151231257827E-017
   1.2490009027033011E-017  -9.9920072216264091E-017  -5.2180482157382354E-017
   7.8825834748386110E-017  -1.1768364061026660E-016  -3.9412917374193055E-017
   2.3592239273284576E-017  -1.1102230246251565E-016  -5.2180482157382354E-017
  -4.1633363423443369E-018  -1.2212453270876723E-016  -6.6613381477509390E-017
   1.7486012637846216E-017  -6.4392935428259075E-017  -5.9396931817445878E-017
  -6.1062266354383610E-018  -1.1990408665951691E-016  -3.3861802251067274E-017
  -1.6653345369377347E-017  -8.6597395920762213E-017  -3.9968028886505634E-017
  -5.1070259132757203E-017  -9.5479180117763461E-017  -4.3853809472693685E-017
   4.5241588253475126E-017  -7.9936057773011268E-017  -6.0507154842071036E-017
   1.2767564783189301E-017  -4.2188474935755949E-017  -5.1625370645069782E-017
   2.9698465908722939E-017  -5.3290705182007512E-017  -7.9936057773011268E-017
   4.7462034302725441E-017  -4.2188474935755949E-017  -7.8825834748386110E-017
   5.2458037913538644E-017  -6.4392935428259075E-017  -7.7160500211448374E-017
  -5.5511151231257830E-018  -7.1054273576010020E-017  -8.7707618945387371E-017
   1.6653345369377347E-017  -5.9952043329758457E-017  -4.9404924595819467E-017
   5.4678483962788959E-017  -1.0436096431476471E-016  -7.2164496600635178E-017
   3.5249581031848721E-017  -5.3290705182007512E-017  -3.2751579226442116E-017
   4.2743586448068528E-017  -3.5527136788005010E-017  -6.6058269965196811E-017
  -4.8849813083506888E-017  -7.9936057773011268E-017  -5.2735593669694933E-017
  -1.7486012637846216E-017  -6.4392935428259075E-017  -6.1617377866696193E-017
  -4.4408920985006264E-017  -4.8849813083506888E-017  -6.5503158452884232E-017
  -2.6367796834847467E-017  -6.4392935428259075E-017  -6.2727600891321339E-017
  -8.3266726846886737E-018  -9.3258734068513146E-017  -5.4400928206632669E-017
   3.8857805861880476E-017  -7.9936057773011268E-017  -3.0531133177191807E-017
  -2.1371793224034264E-017  -8.6597395920762213E-017  -2.8865798640254071E-017
   2.1094237467877975E-017  -8.8817841970012528E-017  -5.2180482157382354E-017
   5.5511151231257828E-019  -7.3274719625260335E-017  -3.6637359812630168E-017
   1.6375789613221058E-017  -1.2212453270876723E-016  -1.9984014443252817E-017
  -1.3877787807814457E-017  -8.4376949871511898E-017  -5.7176485768195563E-017
   1.4432899320127036E-017  -8.2156503822261583E-017  -1.5543122344752193E-017
   9.4368957093138313E-018  -9.9920072216264091E-017  -2.7200464103316335E-017
   3.0531133177191807E-017  -8.2156503822261583E-017  -3.6637359812630168E-017
  -2.9698465908722939E-017  -9.3258734068513146E-017  -1.7763568394002505E-017
   4.4408920985006263E-018  -6.2172489379008772E-017  -3.6637359812630168E-017
   2.7755575615628914E-019  -1.4654943925052067E-016  -6.4392935428259075E-017
  -1.2212453270876722E-017  -8.6597395920762213E-017  -3.0531133177191807E-017
   2.5812685322534891E-017  -7.9936057773011268E-017  -5.2180482157382354E-017
  -1.5543122344752193E-017  -1.0436096431476471E-016  -3.9968028886505634E-017
  -3.3029134982598406E-017  -7.5495165674510650E-017  -1.0547118733938987E-017
   1.7486012637846216E-017  -5.7731597280508142E-017  -4.1078251911130792E-017
   5.6621374255882985E-017  -9.5479180117763461E-017  -5.1625370645069782E-017
  -8.0491169285323844E-018  -1.1102230246251565E-016  -4.1633363423443370E-017
  -2.4980018054066021E-018  -1.3766765505351941E-016  -4.2188474935755949E-017
  -5.4123372450476380E-017  -7.9936057773011268E-017  -6.3837823915946496E-017
   3.0531133177191805E-018  -1.1102230246251565E-016  -6.2172489379008772E-017
   5.6343818499726689E-017  -7.9936057773011268E-017  -6.0507154842071036E-017
   5.9396931817445878E-017  -1.1990408665951691E-016  -5.8841820305133300E-017
