   72.2211838      -4.26907967E-08
   95.9740753      -7.75172282E-09
   83.3135147      -1.81146156E-08
   15.9589777      -3.66649212E-04
   104.885628      -4.55015225E-09
   91.6358337      -1.02312763E-08
   68.7488327      -5.73759316E-08
   47.8458672      -5.04957939E-07
   92.3443985      -9.76918813E-09
   82.5401764      -1.91570884E-08
   20.7460632      -7.59800023E-05
   94.2516479      -8.64148131E-09
   91.9348145      -1.00332533E-08
   20.0626259      -9.28933950E-05
   71.1417542      -4.67277133E-08
   105.223480      -4.46319515E-09
   15.8858452      -3.76892916E-04
   67.7074432      -6.28786907E-08
   93.3029099      -9.18228515E-09
   54.7733536      -2.24339530E-07
   48.1629333      -4.85338091E-07
   59.4380112      -1.37384021E-07
   61.7101212      -1.09694149E-07
   28.5959625      -1.10787905E-05
   45.9744873      -6.41535280E-07
   98.0086670      -6.83494372E-09
   92.3086777      -9.79189085E-09
   47.3225288      -5.39403857E-07
   60.6363983      -1.21876909E-07
   108.682678      -3.67586672E-09
   124.027328      -1.66424596E-09
   19.1438007      -1.23066318E-04
   105.187683      -4.47231585E-09
   58.0706177      -1.57973091E-07
   95.8322525      -7.82080889E-09
   95.8533401      -7.81049359E-09
   81.9367752      -2.00192822E-08
   64.1224976      -8.71483579E-08
   78.5779037      -2.57347086E-08
   84.3332977      -1.68394294E-08
   95.2893524      -8.09199463E-09
   106.854622      -4.06969569E-09
   111.946388      -3.07794834E-09
   71.4299774      -4.56077487E-08
   112.730728      -2.95167069E-09
   63.1120415      -9.58624469E-08
   84.3648148      -1.68017191E-08
   88.4749832      -1.26298696E-08
   91.4537354      -1.03541202E-08
   94.3472366      -8.58908411E-09
   51.9008789      -3.09937093E-07
   72.8302536      -4.05929796E-08
   68.8796616      -5.67251526E-08
   26.7896233      -1.63877921E-05
   95.4905014      -7.99026001E-09
   72.0253983      -4.33918110E-08
   105.255081      -4.45516068E-09
   119.447098      -2.08577866E-09
   101.961464      -5.39144862E-09
   79.4504013      -2.40849207E-08
   122.662483      -1.77849002E-09
   97.9836121      -6.84543799E-09
   57.0635262      -1.75456819E-07
   81.9979477      -1.99298462E-08
   37.3524132      -2.23053758E-06
   55.3101921      -2.11587945E-07
   38.0321693      -2.00177351E-06
   85.6180038      -1.53791131E-08
   94.5376511      -8.48580406E-09
   65.1922989      -7.89121728E-08
   50.3863144      -3.70208426E-07
   69.2564087      -5.48986954E-08
   46.3603973      -6.10153222E-07
   36.3822746      -2.61205673E-06
   38.8706932      -1.75625689E-06
   41.2185707      -1.23527616E-06
   90.7635803      -1.08355804E-08
   66.1273804      -7.24492750E-08
   62.6278915      -1.00395710E-07
   60.2174492      -1.27053809E-07
   73.4989929      -3.84267373E-08
   75.2065887      -3.34800774E-08
   40.9778748      -1.27945543E-06
   95.3605118      -8.05583422E-09
   86.2558746      -1.47092232E-08
   31.6479969      -6.02897899E-06
   103.330124      -4.97691310E-09
   47.9612274      -4.97714268E-07
   17.0356102      -2.47826654E-04
   77.8657379      -2.71796132E-08
   53.5989647      -2.55495536E-07
   67.5780487      -6.36045385E-08
   70.7786713      -4.81845106E-08
   89.6127853      -1.16977397E-08
   85.3311615      -1.56919153E-08
   38.5437508      -1.84755709E-06
   48.0461121      -4.92461709E-07
   56.0482788      -1.95410621E-07
   54.5286980      -2.30447014E-07
   115.611099      -2.53702459E-09
   123.488457      -1.70829839E-09
   66.8012009      -6.81735912E-08
   93.3581161      -9.14975473E-09
   76.5855637      -3.00220435E-08
   76.6441803      -2.98845499E-08
   68.5027695      -5.86236659E-08
   81.9677277      -1.99739763E-08
   111.165535      -3.20996940E-09
   91.5287552      -1.03033022E-08
   100.326645      -5.94051608E-09
   109.928200      -3.43294770E-09
   77.8856430      -2.71379790E-08
   88.7384262      -1.24065647E-08
   87.2999344      -1.36847982E-08
   70.6367798      -4.87681682E-08
   35.7811241      -2.88667343E-06
   117.993301      -2.24480035E-09
   82.7891617      -1.88139957E-08
   84.4009247      -1.67586300E-08
   61.6435890      -1.10406447E-07
   67.1670609      -6.59756694E-08
   72.8995438      -4.03620284E-08
   78.5490265      -2.57915236E-08
   85.2804031      -1.57480411E-08
   76.0740204      -3.12538582E-08
   30.2379379      -7.92515857E-06
   20.0194359      -9.41023391E-05
   126.265907      -1.49487633E-09
   88.5322952      -1.25808910E-08
   88.8076706      -1.23486377E-08
   92.6540985      -9.57489465E-09
   79.5236511      -2.39521221E-08
   83.7879486      -1.75078334E-08
   125.040848      -1.58493096E-09
   88.4995499      -1.26088517E-08
   99.3877869      -6.28526831E-09
   97.2207642      -7.17410442E-09
   76.8816071      -2.93350784E-08
   90.8036499      -1.08069234E-08
   50.4783211      -3.66178085E-07
   73.8158798      -3.74475242E-08
   104.096832      -4.76098405E-09
   94.4317322      -8.54307025E-09
   40.0720596      -1.46309230E-06
   50.4420052      -3.67762738E-07
   65.8717422      -7.41527231E-08
   128.568802      -1.34124534E-09
   104.045097      -4.77520601E-09
   69.0143814      -5.60640423E-08
   102.867615      -5.11269471E-09
   48.0717659      -4.90886805E-07
   94.8413315      -8.32407476E-09
   81.7534637      -2.02901340E-08
   22.6400623      -4.49832951E-05
   92.2507782      -9.82882664E-09
   91.5297394      -1.03026370E-08
   76.5925903      -3.00055305E-08
   57.3048630      -1.71069630E-07
   92.7556839      -9.51215107E-09
   97.4113388      -7.09030257E-09
   94.7514801      -8.37154968E-09
   96.8404541      -7.34481631E-09
   36.4359398      -2.58905834E-06
   60.2323952      -1.26864762E-07
   48.6387329      -4.57539187E-07
   39.6143990      -1.56748479E-06
   84.7284698      -1.63736598E-08
   54.4779091      -2.31739023E-07
   71.9404373      -4.37001866E-08
   85.4915390      -1.55161128E-08
   49.8753052      -3.93557684E-07
   75.6333542      -3.23624754E-08
   88.1061554      -1.29504327E-08
   46.4013939      -6.06925823E-07
   115.617523      -2.53617860E-09
   42.1207619      -1.08478730E-06
   90.4196320      -1.10852509E-08
   44.4260864      -7.87940735E-07
   9.32870483      -9.17007308E-03
   102.297989      -5.28590283E-09
   102.529404      -5.21472332E-09
   91.1524506      -1.05611608E-08
   108.124893      -3.79112119E-09
   102.688965      -5.16629539E-09
   87.5563889      -1.34460540E-08
   64.1132355      -8.72239383E-08
   60.4879150      -1.23683023E-07
   76.8796463      -2.93395512E-08
   73.1150818      -3.96533579E-08
   26.6744366      -1.68169972E-05
   33.3855247      -4.37494009E-06
   71.1644440      -4.66383838E-08
   30.6224327      -7.34654122E-06
   73.3497620      -3.88982109E-08
   101.436119      -5.56117064E-09
   91.5444641      -1.02927018E-08
   80.6074142      -2.20837002E-08
   62.5285759      -1.01356285E-07
   81.5814819      -2.05481374E-08
   91.0756149      -1.06147340E-08
   62.2089005      -1.04521760E-07
   103.981209      -4.79283724E-09
   102.448174      -5.23958210E-09
   58.5927429      -1.49712818E-07
   69.6151352      -5.32230509E-08
   96.4165497      -7.54071117E-09
   90.4703674      -1.10480016E-08
   23.7610264      -3.36610028E-05
   88.6024094      -1.25212765E-08
   46.6275864      -5.89473416E-07
   106.684349      -4.10882439E-09
   81.8555832      -2.01387298E-08
   125.254242      -1.56879876E-09
   45.3333282      -6.97936855E-07
   75.1521149      -3.36259518E-08
   52.6108704      -2.85672826E-07
   62.4113045      -1.02504359E-07
   122.223732      -1.81714099E-09
   70.4475784      -4.95593255E-08
   50.7737312      -3.53579708E-07
   133.485443      -1.07082476E-09
   130.800705      -1.20965471E-09
   93.2072144      -9.23899446E-09
   95.9947281      -7.74172193E-09
   30.3597889      -7.73621377E-06
   99.9231110      -6.08591844E-09
   96.8793564      -7.32713623E-09
   128.299408      -1.35823175E-09
   110.663658      -3.29831162E-09
   99.6841202      -6.17399154E-09
   52.6742287      -2.83617368E-07
   45.6697502      -6.67651818E-07
   41.0313835      -1.26947702E-06
   45.6556168      -6.68892767E-07
   61.2351112      -1.14899684E-07
   125.541397      -1.54739099E-09
   106.548775      -4.14029344E-09
   101.095825      -5.67443559E-09
   81.7465897      -2.03003694E-08
   116.040367      -2.48123122E-09
   75.8157578      -3.18981215E-08
   105.168945      -4.47709869E-09
   76.8133545      -2.94918134E-08
   68.4811707      -5.87347238E-08
   116.198662      -2.46101961E-09
   52.5442390      -2.87853311E-07
   70.4071350      -4.97303745E-08
   129.170624      -1.30418543E-09
   100.992416      -5.70938496E-09
   60.5683517      -1.22700797E-07
   122.979294      -1.75117620E-09
   97.9797897      -6.84703938E-09
   106.801140      -4.08194012E-09
   71.2650528      -4.62447218E-08
   70.4528198      -4.95371957E-08
   106.035660      -4.26196722E-09
   35.8238640      -2.86607178E-06
   40.6825256      -1.33620915E-06
   36.6417084      -2.50303697E-06
   102.787804      -5.13656051E-09
   56.6665230      -1.82962665E-07
   82.9898605      -1.85426412E-08
   92.7950668      -9.48795442E-09
   50.5949211      -3.61143861E-07
   114.645210      -2.66800382E-09
   62.9687958      -9.71783436E-08
   41.1784935      -1.24250721E-06
   69.1912613      -5.52095791E-08
   92.0196457      -9.97788607E-09
   60.7821312      -1.20134104E-07
   111.511940      -3.15060289E-09
   51.6483879      -3.19139957E-07
   122.999458      -1.74945436E-09
   75.3523102      -3.30934888E-08
   129.571732      -1.28014865E-09
   121.326370      -1.89928717E-09
   49.6773415      -4.03061847E-07
   98.9355087      -6.45964526E-09
   109.331238      -3.54695939E-09
   13.1270351      -1.18356082E-03
   97.9122009      -6.87544777E-09
   106.211327      -4.21984936E-09
   56.3206444      -1.89808716E-07
   100.800674      -5.77485659E-09
   45.5628700      -6.77103912E-07
   52.0911217      -3.03207202E-07
   92.5715866      -9.62621893E-09
   94.5204163      -8.49509529E-09
   101.663132      -5.48707568E-09
   98.8464050      -6.49466259E-09
   59.6291008      -1.34763511E-07
   95.1076431      -8.18520096E-09
   66.7926788      -6.82258090E-08
   44.2306938      -8.09057383E-07
   73.5739059      -3.81925851E-08
   77.3259201      -2.83381425E-08
   76.7590637      -2.96171816E-08
   72.8818436      -4.04208720E-08
   74.2100143      -3.62699453E-08
   71.4818268      -4.54096352E-08
   23.3713264      -3.71721326E-05
   82.8928757      -1.86731945E-08
   59.1397514      -1.41593986E-07
   46.5093460      -5.98522206E-07
   65.9127274      -7.38765067E-08
   41.3846321      -1.20583297E-06
   89.5912552      -1.17146186E-08
   69.8737030      -5.20522363E-08
   114.662819      -2.66554601E-09
   27.7613068      -1.32336936E-05
   44.6900787      -7.60422722E-07
   69.5338745      -5.35973612E-08
   90.6409988      -1.09237988E-08
   94.2750320      -8.62862848E-09
   59.6606712      -1.34336219E-07
   55.7096596      -2.02646348E-07
   104.347252      -4.69284034E-09
   105.019638      -4.51542759E-09
   94.3830261      -8.56955751E-09
   104.886421      -4.54994487E-09
   51.5261078      -3.23711248E-07
   109.971115      -3.42491790E-09
   85.4268494      -1.55867497E-08
   99.3603973      -6.29566843E-09
   75.4495468      -3.28384147E-08
   80.3717270      -2.24751258E-08
   21.1491489      -6.76950731E-05
   92.7588120      -9.51022372E-09
   33.0556870      -4.64348796E-06
   89.8855438      -1.14863665E-08
   66.8636627      -6.77923921E-08
   92.5626144      -9.63181535E-09
   136.262619      -9.46370982E-10
   107.250038      -3.98049416E-09
   33.4273758      -4.34217691E-06
   95.8811646      -7.79690268E-09
   93.6800385      -8.96271501E-09
   99.1437836      -6.37865050E-09
   83.1895065      -1.82772393E-08
   10.4776030      -4.57342947E-03
   74.8312302      -3.45004274E-08
   60.1271400      -1.28203098E-07
   26.9171677      -1.59273641E-05
   112.338318      -3.01407699E-09
   72.0706100      -4.32287486E-08
   76.0450897      -3.13252713E-08
   119.759758      -2.05331907E-09
   81.3570175      -2.08906457E-08
   101.691063      -5.47803980E-09
   90.7646561      -1.08348095E-08
   83.6603088      -1.76687216E-08
   104.528931      -4.64411176E-09
   68.5351791      -5.84575659E-08
   46.4961815      -5.99539760E-07
   44.2161598      -8.10654285E-07
